Date,Utilisateur,Texte,Likes,Retweets
2024-12-21 14:02:35+00:00,835910781434793984,"RT @HeroM47969: @marjidofficial https://t.co/BFd6pQGwkG
Marketing automation powered by AI is like having a tireless assistant who ensures…",0,32
2024-12-21 14:02:34+00:00,1861766940332527616,"RT @BarakP08: @cryptojack Check out $SWP

✅ Fully doxxed dev @tomtaranto
✅ Top 5 narrative this cycle
✅ Cult like community 
✅ Marketing Wa…",0,12
2024-12-21 14:02:33+00:00,1351284400286269441,RT @Jujulibs: Imagens de Lewis Hamilton aos 10 anos de idade usando capacete inspirado no Senna pra poder começar seu plano de marketing 😱…,0,218
2024-12-21 14:02:32+00:00,819280861392670722,"@theoldmusicstan Hanno uno strano modo di fare marketing, alla figli e figliastri.",0,0
2024-12-21 14:02:32+00:00,1826667182425518080,"RT @airdao_io: In light of our new 2025 roadmap, our exceptional talented marketing executive @web3aft has written an article about crypto…",0,646
2024-12-21 14:02:30+00:00,1863026580676849664,Grabe ang marketing strategy ng atecco! 😭😭😭 https://t.co/IdsnAOTRBL,0,0
2024-12-21 14:02:29+00:00,1505226595514351617,@Sol_Daily_Stoic Boost your project with targeted marketing—message me for results-driven promotions!,0,0
2024-12-21 14:02:29+00:00,1611669086,"#Freelancing #SoloEntrepreneur #GigEconomy #Opportunities    Struggling with time, clients, or finances as a freelancer? This guide delivers proven solutions for management, marketing, and motivation—empowering you to turn obstacles into opportunities.  https://t.co/RKcfMtqUcM https://t.co/zqub8BLCmP",0,0
2024-12-21 14:02:27+00:00,251819571,"RT @funildombl: TCE-PE vê superfaturamento de R$ 7 milhões em obra de João Campos

João Campos fazendo marketing inaugurando uma FAIXA DE P…",0,2
2024-12-21 14:02:27+00:00,1863301167851479040,"Your e-commerce business is losing revenue.

Email marketing is like free money.

Here’s the deal: you only pay us 20% of what we earn for you.

(If we generate $200,000 for your business, you pay just $10,000.)

Sounds like a steal, right? https://t.co/baWkmUloEu",0,0
2024-12-21 14:02:26+00:00,1529065548805459972,"Where to park your EOY bonus? Put it to work with Tiger Trade! Enjoy up to S$1,342 in rewards with 6.8%* p.a. returns for 65 days + a USD 100 stock voucher. Trusted by over 1/3 of Singapore’s investors. Sign up today! https://t.co/hjRThwJ2um

https://t.co/5GCgWbl2PN",0,0
2024-12-21 14:02:26+00:00,1860060798418321410,"RT @MrX_Crypto: Growing community, $7.5m raised, a degenerate AI and big marketing pushes

Don't fade @idegen_ai",0,223
2024-12-21 14:02:24+00:00,1244378555619971074,"@CarlaColla53304 @gusrochaa Sim rsrs ! Fez o marketing direitinho, nos deixou curiosos",0,0
2024-12-21 14:02:24+00:00,790790871675392000,"RT @carkerpox: Year-End Planning feels more important this year than last.

We’re looking to get off of linear growth and level up to expon…",0,1
2024-12-21 14:02:24+00:00,1210844771058507776,"@sidexyz 3/ Web3 marketing just got an upgrade! Meet SideXYZ AI—a cutting-edge assistant designed for creators, projects, and brands in the crypto space. 🚀
#CryptoMarketing #AIInnovation #Web3Tools",0,0
2024-12-21 14:02:21+00:00,1682149048696946689,"‘Tis the season to sleigh your marketing goals! 

At Brightspand, we deliver digital strategies sharper than Santa’s sleigh runners. From social media magic to campaigns that jingle all the way, we’ve got your brand covered.",0,0
2024-12-21 14:02:21+00:00,1771182271459897346,BEST MARKETING EVER #SonicMovie3 https://t.co/4HusuVmJsY,0,0
2024-12-21 14:02:20+00:00,1855217480370638848,"RT @mariosabinof: O presidente do BC, Gabriel Galípolo, em ação de marketing ao lado de Lula para “tranquilizar o mercado”. Sei. Na verdade…",0,80
2024-12-21 14:02:17+00:00,1602803322750214145,"@RepEricBurlison If you were my representative, I'd do my best to primary you for your refusal to listen, really listen and learn. You have fallen prey to the marketing ploy of labeling.",0,0
2024-12-21 14:02:17+00:00,824794111425335298,RT @Real_Kilometers: Crunchyroll actively deciding to not promote DANDADAN -- the most popular new anime of the year -- was obvious to the…,0,415
2024-12-21 14:02:16+00:00,1588658363520409601,"TCE-PE vê superfaturamento de R$ 7 milhões em obra de João Campos

João Campos fazendo marketing inaugurando uma FAIXA DE PEDESTRES 

Resultado: população elege João Campos governador de Pernambuco https://t.co/oKoLK5FBph",4,2
2024-12-21 14:02:16+00:00,1863301167851479040,"Is your e-commerce business leaving money on the table?

Email marketing is your untapped goldmine.

Here’s how it works: we take just 20% of the revenue we generate for you.

(If we bring in $200,000, you only pay $10,000.)

Fair deal, isn’t it? https://t.co/5YzQlGpwsk",0,0
2024-12-21 14:02:16+00:00,1762471626577203200,"RT @HeroM47969: @marjidofficial https://t.co/BFd6pQGwkG
Marketing automation powered by AI is like having a tireless assistant who ensures…",0,32
2024-12-21 14:02:15+00:00,1339798164006719490,@juankichef @oder79 Ese gordo cachetón de Marketing es un burro.,0,0
2024-12-21 14:02:14+00:00,1686254166627504128,"@Maignangioia @FerminAris24 @Ryui7104 Fully agree to all the above. FYI, my love for the game, Tifa or Britt doesn't depend on SE marketing either, if not I would have been gone since the remake ended 🤣

But just pointed out how weird they are around Tifa (coincidentally I assume)🤣",0,0
2024-12-21 14:02:14+00:00,1352711198987452418,"@ladywhale03 I have a Good Marketing Proposal to Discuss with You. Let's Collaborate 🤝 🚀 DM Me Please  📥
https://t.co/QsuL6xQecL",0,0
2024-12-21 14:02:07+00:00,2838235517,Thank you for following me to Payentry! I’m excited to continue building on Payentry’s success and look forward to sharing more as we help businesses thrive. Stay connected for new initiatives and innovations ahead! #Payroll #HR #Marketing https://t.co/w5swUd5pql,0,0
2024-12-21 14:02:06+00:00,266095660,"Explore how marketing experts maximize Eloqua's potential beyond email in PwC’s Solomiia Bodo’s article.  https://t.co/oAhPQ8qRGE 

#MarketingAutomation #emailmarketing https://t.co/cQVjkYU2jc",0,0
2024-12-21 14:02:06+00:00,1505226595514351617,@SpintoWinSOL Looking for strategic promotion? Message me for crypto marketing that delivers impact!,0,0
2024-12-21 14:02:04+00:00,636986900,"@DecadeInvestor I will be sharing out some of my Top trading strategies and marketing insight with those who are fully interested for Free.
So Everyone follow the link to join my trading group for more marketing insight and others profitable lectures

👇👇👇
https://t.co/gSQxEBMn7b",0,0
2024-12-21 14:02:02+00:00,1863301167851479040,"Your e-commerce business could be earning so much more.

Stop missing out on profits—email marketing is the key.

Here’s our offer: no upfront costs, no risk. You pay us 20% of what we deliver.

(We bring in $200,000? You keep $190,000.)

Ready to unlock your potential? https://t.co/ncCfJY7tJa",0,0
2024-12-21 14:02:02+00:00,625874285,"Catch up on this week's marketing news. Swipe for a recap of what we covered on The Glitch Report this week.

Listen now at the link in our bio.

#TheGlitchReport #TechRecap #MarketingNews #Botcast https://t.co/nUZeBDkbIG",0,0
2024-12-21 14:02:02+00:00,522058477,"It's the same for marketing your Fire &amp; Security company. If you've never thought about marketing before, the best time to start is NOW.

As a well known brand said... Just do it... Message the Lollies! https://t.co/aaJ2UDrhch",0,0
2024-12-21 14:02:01+00:00,1752258273749901312,RT @DjPrestigeUk: Just got off a call with the team and I’m hyped up about the marketing plans that’s in store for $Floki some crazy market…,0,111
2024-12-21 14:02:01+00:00,1870008564850257920,"@TheCryptoLark Hey CTO😃Is your marketing team ready to shake the market? There is little time left 😃
#Doublecoin https://t.co/LsoFpcScDb",0,0
2024-12-21 14:02:00+00:00,281408489,RT @KafosoMo: Tena nyo GMA  pang grade 6 na gawa tong float nyo! Waley talaga kayo sa marketing. https://t.co/GPUoqUB59V,0,12
2024-12-21 14:02:00+00:00,1854279236871229456,"What do Dubai and marketing have in common?

Simple: Both thrive on ambition, vision, and the drive to always want more.

Dubai sells dreams – and great marketing does exactly the same.

No room for mediocrity, no space for holding back.

You either dominate, or you disappear.… https://t.co/6s2tkxshSa",0,0
2024-12-21 14:01:57+00:00,1543261929258377216,"RT @bolly_talkies: #BabyJohn Times Square, NY pe feature ho gayi.. kisi media page se abhi tak post nahi karwaya gaya!

Marketing team inac…",0,16
2024-12-21 14:01:57+00:00,1593903533602086913,"RT @igdmag: It's #screenshotsaturday - show us your #indiegame #indiegamedev (don't forget your store link!) 🎅
This is the last Saturday be…",0,6
2024-12-21 14:01:54+00:00,636986900,"@MoneyNomads1 I will be sharing out some of my Top trading strategies and marketing insight with those who are fully interested for Free.
So Everyone follow the link to join my trading group for more marketing insight and others profitable lectures

👇👇👇
https://t.co/gSQxEBLPhD",0,0
2024-12-21 14:01:53+00:00,148829715,Rockstar Games marketing department. @RockstarGames https://t.co/gXaHDnTKb9 https://t.co/4jYZyIHk7q,0,0
2024-12-21 14:01:52+00:00,836070299112194048,"RT @FIGHTZINCLUB: A galera caiu o marketing de Balneário Camboriú 🤣🤣🤣🤣
A galera não aprendeu a lição com o RJ kkkkkkk🤷🏻‍♀️ https://t.co/uAf…",0,208
2024-12-21 14:01:52+00:00,1007084907087134721,"RT @dmoneyy_: Doechii’s mixtape released on 8/30 and we’ve been marketing it nonstop since. When you know something is special, you don’t l…",0,674
2024-12-21 14:01:51+00:00,1369748036927229960,@moonlithoax These people are def gullible enough to join a cult with the way they got swayed over with deliberate marketing tactics,0,0
2024-12-21 14:01:50+00:00,1462801465735536641,"Quién debe dejar Bolívar el 2025?
Y por qué el de marketing?🤔",1,0
2024-12-21 14:01:49+00:00,1531820417224261632,"The best WNBA player ever.  You'd think they could leverage her to build up the league.  Instead, it stupidly attacked her and made it impossible for her to operate, yet she STILL made MVP.  The WNBA needs to fire their entire marketing team.

https://t.co/VkI1QWgjMd",0,0
2024-12-21 14:01:47+00:00,1863301167851479040,"Your e-commerce store deserves more profit.

Email marketing is the cash machine you’re not using yet.

We work on performance: you only pay us 20% of the revenue we generate.

(For $200,000 in extra sales, you’d pay just $10,000.)

No risk, just results. Sound good? https://t.co/qOThGVkCAv",0,0
2024-12-21 14:01:45+00:00,636986900,"@MarketMoneyer I will be sharing out some of my Top trading strategies and marketing insight with those who are fully interested for Free.
So Everyone follow the link to join my trading group for more marketing insight and others profitable lectures

👇👇👇
https://t.co/gSQxEBMn7b",0,0
2024-12-21 14:01:40+00:00,26658427,@deeliessice A realidade é que só foi dessa forma porque o Mário não quis correr o risco de vazar. Então não repassou a informação nem pro time de marketing.,0,0
2024-12-21 14:01:39+00:00,1249448665720082433,"RT @PakStartup: Unilever's ""Walls"" and Friesland Campina's ""Omore"" brands have been fined Rs 75 million each by the Competition Commission…",0,5
2024-12-21 14:01:39+00:00,1267496471714312193,@Aimonica_Sol Outstanding job! DM me to explore marketing ideas.📈,0,0
2024-12-21 14:01:39+00:00,1398629313734402049,"Bora que hoje o sábado já começou daquele jeito, reunião às 11:30 com o pessoal do Marketing da emissora e depois tem almoço 😎",0,0
2024-12-21 14:01:37+00:00,636986900,"@paradisemint I will be sharing out some of my Top trading strategies and marketing insight with those who are fully interested for Free.
So Everyone follow the link to join my trading group for more marketing insight and others profitable lectures

👇👇👇
https://t.co/gSQxEBMn7b",0,0
2024-12-21 14:01:36+00:00,724210778308403202,Instagram has over 1 billion active monthly users and has emerged as an important social media marketing platform as well. Don’t ignore the importance of Instagram as a marketing platform. Make your content stand out on Instagram with visually-attractive and engaging content. https://t.co/7Fd9Nb9fqD,0,0
2024-12-21 14:01:35+00:00,1813369049008443392,"RT @BLOCX_TECH: 🌐 BLOCX. Represented at Web3 Amsterdam! 🚀

Yes, you read that right! 🤩 We’re thrilled to announce that our very own Head of…",0,66
2024-12-21 14:01:34+00:00,2223730699,RT @ComplexSneakers: Jumpman marketing team understood the assignment 😂 https://t.co/ekG92dGVPh,0,125
2024-12-21 14:01:34+00:00,138402623,"@UnivestIN @MobiKwik Research Analysis are worst. Good marketing effort to lure new retail investors. Short term calls given in July’24 for 1-3 mnths are still standing at loss of 20% on avg. namely TataExlsi, AndhrSugar, Hudco to name few. #ScamAlert #StockMarketIndia #SEBI #RetailInvestors",0,0
2024-12-21 14:01:32+00:00,1863301167851479040,"Your E-Com business is bleeding revenue

Email marketing is free money

Only pay us 20% of what we make you

(We make you $200,000, you pay us only $10,000)

Steal right? https://t.co/wYZS9rVWE3",0,0
2024-12-21 14:01:31+00:00,1863380074340524032,"@ColorsTV @rajat_9629 Every Spring, nature teaches a class on business entrepreneurship. ....We see how capital is re-allocated, currencies are re-directed, growth is re-emphasized, and numerous life forms promote their value with re-vitalized marketing programs that i

#BBKingRajat

TEAM AVENGERS PD",0,0
2024-12-21 14:01:30+00:00,1312432127393267712,RT @Wilfred_Kardell: Saw the movie yesterday and I can confidently say: Fuck that stupid fucking marketing team for this movie. It deserved…,0,92
2024-12-21 14:01:30+00:00,636986900,"@FamousSeamusT I will be sharing out some of my Top trading strategies and marketing insight with those who are fully interested for Free.
So Everyone follow the link to join my trading group for more marketing insight and others profitable lectures

👇👇👇
https://t.co/gSQxEBMn7b",0,0
2024-12-21 14:01:29+00:00,737175804,Social media marketing is essential for reaching more of your audience and growing your business. Read this article for advice on how to build a successful social media marketing strategy. https://t.co/EyNwo5r6KZ #socialmedia #networkmarketing https://t.co/ei34eny1oh,0,0
2024-12-21 14:01:25+00:00,153769680,"RT @kagisodoc: SPARK Schools Head Office: 

1. Credit Control Lead (2IC) - SPARK Schools Support Office - 2024/2025 
2. School Achievement…",0,10
2024-12-21 14:01:22+00:00,636986900,"@Aarontics I will be sharing out some of my Top trading strategies and marketing insight with those who are fully interested for Free.
So Everyone follow the link to join my trading group for more marketing insight and others profitable lectures

👇👇👇
https://t.co/gSQxEBLPhD",0,0
2024-12-21 14:01:21+00:00,1862375205093744640,"@ColorsTV @rajat_9629 Every Spring, nature teaches a class on business entrepreneurship. ....We see how capital is re-allocated, currencies are re-directed, growth is re-emphasized, and numerous life forms promote their value with re-vitalized marketing programs that i

#BBKingRajat

TEAM AVENGERS PB",0,0
2024-12-21 14:01:21+00:00,1438356504948756480,"""Think of   digital marketing like gardening; it takes patience, care, and a bit of dirt   under your nails to grow something beautiful.""

#clickonomics",0,0
2024-12-21 14:01:21+00:00,2228453911,"@futureofmemes Hit my DMs and let’s scheme on some crazy marketing moves!
https://t.co/l5GJCASiWq",0,0
2024-12-21 14:01:20+00:00,1863556466579488768,"@ColorsTV @rajat_9629 Every Spring, nature teaches a class on business entrepreneurship. ....We see how capital is re-allocated, currencies are re-directed, growth is re-emphasized, and numerous life forms promote their value with re-vitalized marketing programs that i

#BBKingRajat

TEAM AVENGERS PA",0,0
2024-12-21 14:01:20+00:00,133820989,"RT @Lottryxyz: We’re excited to announce our collaboration with @NFTFeedOfficial 🤝

A leading multichain Web3 NFT platform with 3.8M Galxe…",0,376
2024-12-21 14:01:17+00:00,1405031034,"𝟗𝟗% 𝐨𝐟 𝐩𝐞𝐨𝐩𝐥𝐞 𝐝𝐨𝐧’𝐭 𝐤𝐧𝐨𝐰 𝐡𝐨𝐰 𝐏𝐎𝐖𝐄𝐑𝐅𝐔𝐋 𝐀𝐈 𝐒𝐄𝐎 𝐭𝐨𝐨𝐥𝐬 𝐚𝐫𝐞.

I made a guide just for you.

𝐓𝐡𝐢𝐬 𝐢𝐧𝐜𝐥𝐮𝐝𝐞𝐬:

• Mastering SEO with ChatGPT
• Boosting Marketing Campaigns with Claude 3.5 Sonnet
• Creating Engaging Videos with… https://t.co/lXYWqVpxrC https://t.co/usNrRzSfhD",0,0
2024-12-21 14:01:16+00:00,1451562388449333256,"RT @mariosabinof: O presidente do BC, Gabriel Galípolo, em ação de marketing ao lado de Lula para “tranquilizar o mercado”. Sei. Na verdade…",0,80
2024-12-21 14:01:13+00:00,1818826065751506944,RT @Wilfred_Kardell: Saw the movie yesterday and I can confidently say: Fuck that stupid fucking marketing team for this movie. It deserved…,0,92
2024-12-21 14:01:13+00:00,636986900,"@SCedorSCDC I will be sharing out some of my Top trading strategies and marketing insight with those who are fully interested for Free.
So Everyone follow the link to join my trading group for more marketing insight and others profitable lectures

👇👇👇
https://t.co/gSQxEBLPhD",0,0
2024-12-21 14:01:11+00:00,1543887640885592064,"@RuedaPedal Sorprendentes palabras de diario del odioto!!
Escupiendo envidia a la vez que descubre el marketing!!!!y le cuesta entenderlo por lo visto!!!!",0,0
2024-12-21 14:01:09+00:00,1763726309010853889,"RT @ladymarketok: Guerrin murió. Es marketing. La compro kentucky. 
Hay mejores por menos precio.",0,6
2024-12-21 14:01:09+00:00,86831896,"SWC 2.0 The Level Up is the ultimate course that covers EVERYTHING you need to succeed in the digital world!

✅ Intro to Digital Marketing – Build a solid foundation. 
✅ Social Media Training – Master platforms and grow your audience. 
👉 https://t.co/1CgMKGZaNo",0,0
2024-12-21 14:01:07+00:00,39828732,https://t.co/1RIyataJ0c,0,0
2024-12-21 14:01:06+00:00,1056860923,2025 is for skin care and marketing 😂😂,0,0
2024-12-21 14:01:05+00:00,906224014053355520,RT @MirthalGames: I'm a master of marketing. https://t.co/rUmDk52A90,0,9
2024-12-21 14:01:05+00:00,1038795137751691264,"For therapists, staying top of mind with current and potential clients is key—and email marketing makes it easier than ever. 💌 https://t.co/9PuTObJpWu",1,0
2024-12-21 14:01:03+00:00,1817371985015656448,"RT @rz_077: 🚀🦄ALLOW ME TO INTRODUCE $UFDH🦄🚀

New coin started by a solid team. All top holders are funding the marketing wallet and activel…",0,243
2024-12-21 14:01:02+00:00,1594009977190055936,@cz_binance Marketing assistant maybe?,0,0
2024-12-21 14:01:02+00:00,1870412465928089600,"#STORM🔥#WHALE🐳

Discover the secret! wow Pump event today!🌐🌌🎉
📖READ INFО:

🎁Welcome: https://t.co/bEssD4YNnj

W865o @1buddhabanz @sidik_marwan @via_marketing_ @Alyamshein @UKCCRGroup @i7vACt0xCW79664 @Wnfrhin @eveshappy @dogan_polater @BATTI1210",0,0
